x,y,z,yaw,velocity,change_flag
99.75,-230.0,-0.000229,1.57079632679,15.0,0
99.75,-229.0,-0.000229,1.57079632679,15.0,0
99.75,-228.0,-0.000229,1.57079632679,15.0,0
99.75,-227.0,-0.000229,1.57079632679,15.0,0
99.75,-226.0,-0.000229,1.57079632679,15.0,0
99.75,-225.0,-0.000229,1.57079632679,15.0,0
99.75,-224.0,-0.000229,1.57079632679,15.0,0
99.75,-223.0,-0.000229,1.57079632679,15.0,0
99.75,-222.0,-0.000229,1.57079632679,15.0,0
99.75,-221.0,-0.000229,1.57079632679,15.0,0
99.75,-220.0,-0.000229,1.57079632679,15.0,0
99.75,-219.0,-0.000229,1.57079632679,15.0,0
99.75,-218.0,-0.000229,1.57079632679,15.0,0
99.75,-217.0,-0.000229,1.57079632679,15.0,0
99.75,-216.0,-0.000229,1.57079632679,15.0,0
99.75,-215.0,-0.000229,1.57079632679,15.0,0
99.75,-214.0,-0.000229,1.57079632679,15.0,0
99.75,-213.0,-0.000229,1.57079632679,15.0,0
99.75,-212.0,-0.000229,1.57079632679,15.0,0
99.75,-211.0,-0.000229,1.57079632679,15.0,0
99.75,-210.0,-0.000229,1.57079632679,15.0,0
99.75,-209.0,-0.000229,1.57079632679,15.0,0
99.75,-208.0,-0.000229,1.57079632679,15.0,0
99.75,-207.0,-0.000229,1.57079632679,15.0,0
99.75,-206.0,-0.000229,1.57079632679,15.0,0
99.75,-205.0,-0.000229,1.57079632679,15.0,0
99.75,-204.0,-0.000229,1.57079632679,15.0,0
99.75,-203.0,-0.000229,1.57079632679,15.0,0
99.75,-202.0,-0.000229,1.57079632679,15.0,0
99.75,-201.0,-0.000229,1.57079632679,15.0,0
99.75,-200.0,-0.000229,1.57079632679,15.0,0
99.75,-199.0,-0.000229,1.57079632679,15.0,0
99.75,-198.0,-0.000229,1.57079632679,15.0,0
99.75,-197.0,-0.000229,1.57079632679,15.0,0
99.75,-196.0,-0.000229,1.57079632679,15.0,0
99.75,-195.0,-0.000229,1.57079632679,15.0,0
99.75,-194.0,-0.000229,1.57079632679,15.0,0
99.75,-193.0,-0.000229,1.57079632679,15.0,0
99.75,-192.0,-0.000229,1.57079632679,15.0,0
99.75,-191.0,-0.000229,1.57079632679,15.0,0
99.75,-190.0,-0.000229,1.57079632679,15.0,0
99.75,-189.0,-0.000229,1.57079632679,15.0,0
99.75,-188.0,-0.000229,1.57079632679,15.0,0
99.75,-187.0,-0.000229,1.57079632679,15.0,0
99.75,-186.0,-0.000229,1.57079632679,15.0,0
99.75,-185.0,-0.000229,1.57079632679,15.0,0
99.75,-184.0,-0.000229,1.57079632679,15.0,0
99.75,-183.0,-0.000229,1.57079632679,15.0,0
99.75,-182.0,-0.000229,1.57079632679,15.0,0
99.75,-181.0,-0.000229,1.57079632679,15.0,0
99.75,-180.0,-0.000229,1.57079632679,15.0,0
99.75,-179.0,-0.000229,1.57079632679,15.0,0
99.75,-178.0,-0.000229,1.57079632679,15.0,0
99.75,-177.0,-0.000229,1.57079632679,15.0,0
99.75,-176.0,-0.000229,1.57079632679,15.0,0
99.75,-175.0,-0.000229,1.57079632679,15.0,0
99.75,-174.0,-0.000229,1.57079632679,15.0,0
99.75,-173.0,-0.000229,1.57079632679,15.0,0
99.75,-172.0,-0.000229,1.57079632679,15.0,0
99.75,-171.0,-0.000229,1.57079632679,15.0,0
99.75,-170.0,-0.000229,1.57079632679,15.0,0
99.75,-169.0,-0.000229,1.57079632679,15.0,0
99.75,-168.0,-0.000229,1.57079632679,15.0,0
99.75,-167.0,-0.000229,1.57079632679,15.0,0
99.75,-166.0,-0.000229,1.57079632679,15.0,0
99.75,-165.0,-0.000229,1.57079632679,15.0,0
99.75,-164.0,-0.000229,1.57079632679,15.0,0
99.75,-163.0,-0.000229,1.57079632679,15.0,0
99.75,-162.0,-0.000229,1.57079632679,15.0,0
99.75,-161.0,-0.000229,1.57079632679,15.0,0
99.75,-160.0,-0.000229,1.57078632731,15.0,0
99.7500099995,-159.0,-0.000229,1.57078632679,15.0,0
99.7500199995,-158.0,-0.000229,1.57078632679,15.0,0
99.7500299995,-157.0,-0.000229,1.57078632679,15.0,0
99.7500399995,-156.0,-0.000229,1.57078632679,15.0,0
99.7500499995,-155.0,-0.000229,1.57078632679,15.0,0
99.7500599995,-154.0,-0.000229,1.57078632679,15.0,0
99.7500699995,-153.0,-0.000229,1.57078632679,15.0,0
99.7500799995,-152.0,-0.000229,1.57078632679,15.0,0
99.7500899995,-151.0,-0.000229,1.57078632679,15.0,0
99.7500999995,-150.0,-0.000229,1.57078632679,15.0,0
99.7501099995,-149.000000001,-0.000229,1.57078632679,15.0,0
99.7501199995,-148.000000001,-0.000229,1.57078632679,15.0,0
99.7501299995,-147.000000001,-0.000229,1.57078632679,15.0,0
99.7501399995,-146.000000001,-0.000229,1.57078632679,15.0,0
99.7501499995,-145.000000001,-0.000229,1.57078632679,15.0,0
99.7501599995,-144.000000001,-0.000229,1.57078632679,15.0,0
99.7501699995,-143.000000001,-0.000229,1.57078632679,15.0,0
99.7501799995,-142.000000001,-0.000229,1.57078732674,15.0,0
99.7501889995,-141.000000001,-0.000229,1.57078632685,15.0,0
99.7501989995,-140.000000001,-0.000229,1.57078632679,15.0,0
99.7502089995,-139.000000001,-0.000229,1.57078632679,15.0,0
99.7502189995,-138.000000001,-0.000229,1.57078632679,15.0,0
99.7502289995,-137.000000001,-0.000229,1.57078632679,15.0,0
99.7502389995,-136.000000001,-0.000229,1.57078632679,15.0,0
99.7502489995,-135.000000001,-0.000229,1.57078632679,15.0,0
99.7502589995,-134.000000001,-0.000229,1.57078632679,15.0,0
99.7502689995,-133.000000001,-0.000229,1.57078632679,15.0,0
99.7502789995,-132.000000001,-0.000229,1.57078632679,15.0,0
99.7502889995,-131.000000001,-0.000229,1.57078632679,15.0,0
99.7502989995,-130.000000001,-0.000229,1.57078632679,15.0,0
99.7503089995,-129.000000002,-0.000229,1.57078632679,15.0,0
99.7503189995,-128.000000002,-0.000229,1.57078632679,15.0,0
99.7503289995,-127.000000002,-0.000229,1.57078632679,15.0,0
99.7503389995,-126.000000002,-0.000229,1.57078632679,15.0,0
99.7503489995,-125.000000002,-0.000229,1.57078632679,15.0,0
99.7503589995,-124.000000002,-0.000229,1.57078632679,15.0,0
99.7503689995,-123.000000002,-0.000229,1.57078632679,15.0,0
99.7503789995,-122.000000002,-0.000229,1.57078632679,15.0,0
99.7503889995,-121.000000002,-0.000229,1.57078632679,15.0,0
99.7503989995,-120.000000002,-0.000229,1.57078632679,15.0,0
99.7504089995,-119.000000002,-0.000229,1.57078632679,15.0,0
99.7504189995,-118.000000002,-0.000229,1.57078632679,15.0,0
99.7504289995,-117.000000002,-0.000229,1.57078632679,15.0,0
99.7504389995,-116.000000002,-0.000229,1.57078632679,15.0,0
99.7504489995,-115.000000002,-0.000229,1.57078632679,15.0,0
99.7504589995,-114.000000002,-0.000229,1.57078632679,15.0,0
99.7504689995,-113.000000002,-0.000229,1.57078632679,15.0,0
99.7504789995,-112.000000002,-0.000229,1.57078632679,15.0,0
99.7504889995,-111.000000002,-0.000229,1.57078632679,15.0,0
99.7504989995,-110.000000002,-0.000229,1.57078632679,15.0,0
99.7505089995,-109.000000003,-0.000229,1.57078632679,15.0,0
99.7505189995,-108.000000003,-0.000229,1.57078632679,15.0,0
99.7505289995,-107.000000003,-0.000229,1.57078632679,15.0,0
99.7505389995,-106.000000003,-0.000229,1.57078632679,15.0,0
99.7505489995,-105.000000003,-0.000229,1.57078732674,15.0,0
99.7505579995,-104.000000003,-0.000229,1.57078632685,15.0,0
99.7505679995,-103.000000003,-0.000229,1.57078632679,15.0,0
99.7505779995,-102.000000003,-0.000229,1.57078632679,15.0,0
99.7505879995,-101.000000003,-0.000229,1.57078632679,15.0,0
99.7505979995,-100.000000003,-0.000229,1.57078632679,15.0,0
99.7506079995,-99.000000003,-0.000229,1.57078632679,15.0,0
99.7506179995,-98.0000000031,-0.000229,1.57078632679,15.0,0
99.7506279995,-97.0000000031,-0.000229,1.57078632679,15.0,0
99.7506379995,-96.0000000032,-0.000229,1.57078632679,15.0,0
99.7506479995,-95.0000000032,-0.000229,1.57078632679,15.0,0
99.7506579995,-94.0000000033,-0.000229,1.57078632679,15.0,0
99.7506679995,-93.0000000033,-0.000229,1.57078632679,15.0,0
99.7506779995,-92.0000000034,-0.000229,1.57078632679,15.0,0
99.7506879995,-91.0000000034,-0.000229,1.57078632679,15.0,0
99.7506979995,-90.0000000035,-0.000229,1.57078632679,15.0,0
99.7507079995,-89.0000000035,-0.000229,1.57078632679,15.0,0
99.7507179995,-88.0000000036,-0.000229,1.57078632679,15.0,0
99.7507279995,-87.0000000036,-0.000229,1.57078632679,15.0,0
99.7507379995,-86.0000000037,-0.000229,1.57078632679,15.0,0
99.7507479995,-85.0000000037,-0.000229,1.57615538262,15.0,0
99.7453889693,-84.0000143634,-0.000229,1.57414793997,15.0,0
99.7420373624,-83.0000199801,-0.000229,1.56195702517,15.0,0
99.7508765489,-82.0000590465,-0.000229,1.55272217832,15.0,0
99.7689497134,-81.0002223794,-0.000229,1.54646308791,15.0,0
99.793280551,-80.0005184181,-0.000229,1.54321040382,15.0,0
99.8208629754,-79.0008988855,-0.000229,1.54297300313,15.0,0
99.8486827093,-78.0012859292,-0.000229,1.54563561419,15.0,0
99.8738407673,-77.0016024433,-0.000229,1.55100466163,15.0,0
99.8936311404,-76.0017982919,-0.000229,1.55867415319,15.0,0
99.9057530171,-75.0018717645,-0.000229,1.56800350017,15.0,0
99.9085458401,-74.0018756645,-0.000229,1.57817229186,15.0,0
99.9011699419,-73.0019028668,-0.000229,1.58811009815,15.0,0
99.8838570356,-72.0020527464,-0.000229,1.59667404461,15.0,0
99.8579822059,-71.0023875558,-0.000229,1.60281412723,15.0,0
99.8259698756,-70.0029000818,-0.000229,1.60577247067,15.0,0
99.7910008625,-69.0035116848,-0.000229,1.60526735588,15.0,0
99.7565366597,-68.0041057519,-0.000229,1.60151142828,15.0,0
99.7258263875,-67.0045774235,-0.000229,1.59515108885,15.0,0
99.7014740331,-66.0048739861,-0.000229,1.58709712959,15.0,0
99.6851739522,-65.0050068412,-0.000229,1.57839092172,15.0,0
99.6775794303,-64.00503568,-0.000229,1.56999608802,15.0,0
99.678379669,-63.0050360002,-0.000229,1.5627886424,15.0,0
