x,y,z,yaw,velocity,change_flag
245.214,89.42,1.2e-05,-1.57079632679,15.0,0
245.214,88.42,1.2e-05,-1.57079632679,15.0,0
245.214,87.42,1.2e-05,-1.57079632679,15.0,0
245.214,86.42,1.2e-05,-1.57079632679,15.0,0
245.214,85.42,1.2e-05,-1.57079632679,15.0,0
245.214,84.42,1.2e-05,-1.57079632679,15.0,0
245.214,83.42,1.2e-05,-1.57079632679,15.0,0
245.214,82.42,1.2e-05,-1.57079632679,15.0,0
245.214,81.42,1.2e-05,-1.57079632679,15.0,0
245.214,80.42,1.2e-05,-1.57079632679,15.0,0
245.214,79.42,1.2e-05,-1.57079632679,15.0,0
245.214,78.42,1.2e-05,-1.57079632679,15.0,0
245.214,77.42,1.2e-05,-1.57079632679,15.0,0
245.214,76.42,1.2e-05,-1.57079632679,15.0,0
245.214,75.42,1.2e-05,-1.57079632679,15.0,0
245.214,74.42,1.2e-05,-1.57079632679,15.0,0
245.214,73.42,1.2e-05,-1.57079632679,15.0,0
245.214,72.42,1.2e-05,-1.57079632679,15.0,0
245.214,71.42,1.2e-05,-1.57079632679,15.0,0
245.214,70.42,1.2e-05,-1.57079632679,15.0,0
245.214,69.42,1.2e-05,-1.57079632679,15.0,0
245.214,68.42,1.2e-05,-1.57079632679,15.0,0
245.214,67.42,1.2e-05,-1.57079632679,15.0,0
245.214,66.42,1.2e-05,-1.57079632679,15.0,0
245.214,65.42,1.2e-05,-1.57079632679,15.0,0
245.214,64.42,1.2e-05,-1.57079632679,15.0,0
245.214,63.42,1.2e-05,-1.57079632679,15.0,0
245.214,62.42,1.2e-05,-1.57079632679,15.0,0
245.214,61.42,1.2e-05,-1.57079632679,15.0,0
245.214,60.42,1.2e-05,-1.57079632679,15.0,0
245.214,59.42,1.2e-05,-1.57079632679,15.0,0
245.214,58.42,1.2e-05,-1.57079632679,15.0,0
245.214,57.42,1.2e-05,-1.57079632679,15.0,0
245.214,56.42,1.2e-05,-1.57079632679,15.0,0
245.214,55.42,1.2e-05,-1.57079632679,15.0,0
245.214,54.42,1.2e-05,-1.57079632679,15.0,0
245.214,53.42,1.2e-05,-1.57079632679,15.0,0
245.214,52.42,1.2e-05,-1.57079632679,15.0,0
245.214,51.42,1.2e-05,-1.57079632679,15.0,0
245.214,50.42,1.2e-05,-1.57079632679,15.0,0
245.214,49.42,1.2e-05,-1.57079632679,15.0,0
245.214,48.42,1.2e-05,-1.57079632679,15.0,0
245.214,47.42,1.2e-05,-1.57079632679,15.0,0
245.214,46.42,1.2e-05,-1.57079632679,15.0,0
245.214,45.42,1.2e-05,-1.57079632679,15.0,0
245.214,44.42,1.2e-05,-1.57079632679,15.0,0
245.214,43.42,1.2e-05,-1.57079632679,15.0,0
245.214,42.42,1.2e-05,-1.57079632679,15.0,0
245.214,41.42,1.2e-05,-1.57079632679,15.0,0
245.214,40.42,1.2e-05,-1.57079632679,15.0,0
245.214,39.42,1.2e-05,-1.57079632679,15.0,0
245.214,38.42,1.2e-05,-1.57079632679,15.0,0
245.214,37.42,1.2e-05,-1.57079632679,15.0,0
245.214,36.42,1.2e-05,-1.57079632679,15.0,0
245.214,35.42,1.2e-05,-1.57079632679,15.0,0
245.214,34.42,1.2e-05,-1.57079632679,15.0,0
245.214,33.42,1.2e-05,-1.57079632679,15.0,0
245.214,32.42,1.2e-05,-1.57079632679,15.0,0
245.214,31.42,1.2e-05,-1.57079632679,15.0,0
245.214,30.42,1.2e-05,-1.57079632679,15.0,0
245.214,29.42,1.2e-05,-1.57079632679,15.0,0
245.214,28.42,1.2e-05,-1.57079632679,15.0,0
245.214,27.42,1.2e-05,-1.57079632679,15.0,0
245.214,26.42,1.2e-05,-1.57079632679,15.0,0
245.214,25.42,1.2e-05,-1.57079632679,15.0,0
245.214,24.42,1.2e-05,-1.57079632679,15.0,0
245.214,23.42,1.2e-05,-1.57079632679,15.0,0
245.214,22.42,1.2e-05,-1.57079632679,15.0,0
245.214,21.42,1.2e-05,-1.57079632679,15.0,0
245.214,20.42,1.2e-05,-1.57079632679,15.0,0
245.214,19.42,1.2e-05,-1.57079632679,15.0,0
245.214,18.42,1.2e-05,-1.57079632679,15.0,0
245.214,17.42,1.2e-05,-1.57079632679,15.0,0
245.214,16.42,1.2e-05,-1.57079632679,15.0,0
245.214,15.42,1.2e-05,-1.57079632679,15.0,0
245.214,14.42,1.2e-05,-1.57079632679,15.0,0
245.214,13.42,1.2e-05,-1.57079632679,15.0,0
245.214,12.42,1.2e-05,-1.57079632679,15.0,0
245.214,11.42,1.2e-05,-1.57028292739,15.0,0
245.214513399,10.4200001318,1.1e-05,-1.56946548928,15.0,0
245.215844237,9.42000101735,7.00000000003e-06,-1.5685846215,15.0,0
245.21805594,8.42000346317,4.50000000002e-06,-1.5685846215,15.0,0
245.220267643,7.42000590899,2.00000000002e-06,-1.56684795585,15.0,0
245.224216004,6.4200137038,-4.99999999983e-06,-1.5656952531,15.0,0
245.229317056,5.42002671425,-1.39999999996e-05,-1.56448368608,15.0,0
245.235629655,4.4200466389,-2.49999999993e-05,-1.56320270821,15.0,0
245.2432232,3.42007547028,-3.59999999993e-05,-1.5618734369,15.0,0
245.252145972,2.420115279,-4.89999999989e-05,-1.56000783153,15.0,0
245.262934258,1.42017347425,-7.6999999989e-05,-1.55929076011,15.0,0
245.27443957,0.420239662551,-9.09999999986e-05,-1.55858460644,15.0,0
245.286650987,-0.579685775319,-0.000105999999998,-1.55809549007,15.0,0
245.299351483,-1.57960512078,-0.000121999999998,-1.55826690464,15.0,0
245.311880577,-2.57952662859,-0.000150999999988,-1.55881260018,15.0,0
245.323864017,-3.5794548246,-0.000165999999998,-1.5597348373,15.0,0
245.334925281,-4.57939364695,-0.000178999999999,-1.56096617246,15.0,0
245.344755277,-5.57934533137,-0.000191999999999,-1.56235538709,15.0,0
245.353196116,-6.57930970685,-0.000202999999999,-1.56374322383,15.0,0
245.360249161,-7.57928483382,-0.000213999999999,-1.56505264431,15.0,0
245.365992811,-8.57926833893,-0.000223,-1.56626172258,15.0,0
245.3705274,-9.57925805763,-0.00023,-1.56737187692,15.0,0
245.373951843,-10.5792521942,-0.000235,-1.56838786742,15.0,0
245.3763603,-11.5792492939,-0.000239,-1.56931698056,15.0,0
245.377839646,-12.5792481996,-0.0002395,-1.56931698056,15.0,0
245.379318992,-13.5792471054,-0.00024,-1.57012366478,15.0,0
245.379991654,-14.5792468792,-0.00024,-1.57031021106,15.0,0
245.380477769,-15.579246761,-0.00024,-1.57035258126,15.0,0
245.380921515,-16.5792466626,-0.00024,-1.57036314815,15.0,0
245.381354694,-17.5792465687,-0.00024,-1.57036559175,15.0,0
245.381785429,-18.579246476,-0.00024,-1.57036615651,15.0,0
245.382215599,-19.5792463834,-0.00024,-1.57036628744,15.0,0
245.382645638,-20.579246291,-0.00024,-1.57036631771,15.0,0
245.383075647,-21.5792461985,-0.00024,-1.57036555597,15.0,0
245.383506418,-22.5792461057,-0.00024,-1.57036614856,15.0,0
245.383936596,-23.5792460132,-0.00024,-1.5703662856,15.0,0
245.384366638,-24.5792459207,-0.00024,-1.57036631729,15.0,0
245.384796647,-25.5792458283,-0.00024,-1.57036632462,15.0,0
245.385226649,-26.5792457358,-0.00024,-1.57036632631,15.0,0
245.38565665,-27.5792456434,-0.00024,-1.5703663267,15.0,0
245.38608665,-28.5792455509,-0.00024,-1.57036555805,15.0,0
245.386517418,-29.5792454582,-0.00024,-1.57036614871,15.0,0
245.386947597,-30.5792453656,-0.00024,-1.57036628563,15.0,0
245.387377638,-31.5792452732,-0.00024,-1.5703663173,15.0,0
245.387807647,-32.5792451807,-0.00024,-1.57036632462,15.0,0
245.388237649,-33.5792450883,-0.00024,-1.57036632631,15.0,0
245.38866765,-34.5792449958,-0.00024,-1.57036555795,15.0,0
245.389098419,-35.579244903,-0.00024,-1.57036614902,15.0,0
245.389528596,-36.5792448105,-0.00024,-1.5703662857,15.0,0
245.389958637,-37.579244718,-0.00024,-1.57036631731,15.0,0
245.390388647,-38.5792446256,-0.00024,-1.57036632462,15.0,0
245.390818649,-39.5792445331,-0.00024,-1.57036632631,15.0,0
245.39124865,-40.5792444407,-0.00024,-1.57036632637,15.0,0
245.39167865,-41.5792443482,-0.00024,-1.57036555797,15.0,0
245.392109419,-42.5792442554,-0.00024,-1.57036614902,15.0,0
245.392539597,-43.5792441629,-0.00024,-1.57036628571,15.0,0
245.392969638,-44.5792440705,-0.00024,-1.57036631731,15.0,0
245.393399647,-45.579243978,-0.00024,-1.57036632462,15.0,0
245.393829649,-46.5792438855,-0.00024,-1.57036632631,15.0,0
245.39425965,-47.5792437931,-0.00024,-1.57036555795,15.0,0
245.394690419,-48.5792437003,-0.00024,-1.57036614902,15.0,0
245.395120596,-49.5792436078,-0.00024,-1.5703662857,15.0,0
245.395550637,-50.5792435153,-0.00024,-1.57036631731,15.0,0
245.395980647,-51.5792434229,-0.00024,-1.57036632429,15.0,0
245.396410649,-52.5792433304,-0.00024,-1.57036632624,15.0,0
245.39684065,-53.579243238,-0.00024,-1.57036632669,15.0,0
245.39727065,-54.5792431455,-0.00024,-1.57036555804,15.0,0
245.397701419,-55.5792430527,-0.00024,-1.57036614904,15.0,0
245.398131596,-56.5792429602,-0.00024,-1.57036628571,15.0,0
245.398561638,-57.5792428677,-0.00024,-1.57036631731,15.0,0
245.398991647,-58.5792427753,-0.00024,-1.57036632462,15.0,0
245.399421649,-59.5792426828,-0.00024,-1.57036632631,15.0,0
245.39985165,-60.5792425904,-0.00024,-1.57036555795,15.0,0
245.400282418,-61.5792424976,-0.00024,-1.57036614902,15.0,0
245.400712596,-62.5792424051,-0.00024,-1.57036628537,15.0,0
245.401142638,-63.5792423126,-0.00024,-1.57036631724,15.0,0
245.401572647,-64.5792422202,-0.00024,-1.5703663246,15.0,0
245.402002649,-65.5792421277,-0.00024,-1.57036632631,15.0,0
245.40243265,-66.5792420353,-0.00024,-1.5703663267,15.0,0
245.40286265,-67.5792419428,-0.00024,-1.57036555804,15.0,0
245.403293419,-68.57924185,-0.00024,-1.57036614904,15.0,0
245.403723596,-69.5792417575,-0.00024,-1.57036628571,15.0,0
245.404153637,-70.579241665,-0.00024,-1.57036631731,15.0,0
245.404583647,-71.5792415726,-0.00024,-1.57036632462,15.0,0
245.405013649,-72.5792414801,-0.00024,-1.57036632598,15.0,0
245.40544365,-73.5792413877,-0.00024,-1.57036555788,15.0,0
245.405874419,-74.5792412949,-0.00024,-1.570366149,15.0,0
245.406304597,-75.5792412024,-0.00024,-1.5703662857,15.0,0
245.406734638,-76.5792411099,-0.00024,-1.57036631731,15.0,0
245.407164647,-77.5792410174,-0.00024,-1.57036632462,15.0,0
245.407594649,-78.579240925,-0.00024,-1.57036632631,15.0,0
245.40802465,-79.5792408325,-0.00024,-1.5703663267,15.0,0
245.40845465,-80.5792407401,-0.00024,-1.57036555805,15.0,0
245.408885419,-81.5792406473,-0.00024,-1.57036614904,15.0,0
245.409315596,-82.5792405548,-0.00024,-1.57036628571,15.0,0
245.409745637,-83.5792404623,-0.00024,-1.57036631698,15.0,0
245.410175647,-84.5792403699,-0.00024,-1.57036632455,15.0,0
245.410605649,-85.5792402774,-0.00024,-1.5703663263,15.0,0
245.41103565,-86.579240185,-0.00024,-1.57036555795,15.0,0
245.411466419,-87.5792400922,-0.00024,-1.57036614902,15.0,0
245.411896596,-88.5792399997,-0.00024,-1.5703662857,15.0,0
245.412326638,-89.5792399072,-0.00024,-1.57036631731,15.0,0
245.412756647,-90.5792398147,-0.00024,-1.57036632462,15.0,0
245.413186649,-91.5792397223,-0.00024,-1.57036632631,15.0,0
245.41361665,-92.5792396298,-0.00024,-1.5703663267,15.0,0
245.41404665,-93.5792395374,-0.00024,-1.57036555805,15.0,0
245.414477418,-94.5792394446,-0.00024,-1.57036614871,15.0,0
245.414907597,-95.5792393521,-0.00024,-1.57036628563,15.0,0
245.415337638,-96.5792392596,-0.00024,-1.5703663173,15.0,0
245.415767647,-97.5792391672,-0.00024,-1.57036632462,15.0,0
245.416197649,-98.5792390747,-0.00024,-1.57036632631,15.0,0
245.41662765,-99.5792389823,-0.00024,-1.57036555795,15.0,0
245.417058419,-100.579238889,-0.00024,-1.57036614902,15.0,0
245.417488596,-101.579238797,-0.00024,-1.5703662857,15.0,0
245.417918637,-102.579238704,-0.00024,-1.57036631731,15.0,0
245.418348647,-103.579238612,-0.00024,-1.57036632462,15.0,0
245.418778649,-104.57923852,-0.00024,-1.57036632631,15.0,0
245.41920865,-105.579238427,-0.00024,-1.57036632637,15.0,0
245.41963865,-106.579238335,-0.00024,-1.57036555797,15.0,0
245.420069419,-107.579238242,-0.00024,-1.57036614902,15.0,0
245.420499597,-108.579238149,-0.00024,-1.57036628571,15.0,0
245.420929638,-109.579238057,-0.00024,-1.57036631731,15.0,0
245.421359647,-110.579237964,-0.00024,-1.57036632462,15.0,0
245.421789649,-111.579237872,-0.00024,-1.57036632631,15.0,0
245.42221965,-112.57923778,-0.00024,-1.57036555795,15.0,0
245.422650419,-113.579237687,-0.00024,-1.57036614902,15.0,0
245.423080596,-114.579237594,-0.00024,-1.5703662857,15.0,0
245.423510637,-115.579237502,-0.00024,-1.57036631731,15.0,0
245.423940647,-116.579237409,-0.00024,-1.57036632429,15.0,0
245.424370649,-117.579237317,-0.00024,-1.57036632624,15.0,0
245.42480065,-118.579237224,-0.00024,-1.57036632669,15.0,0
245.42523065,-119.579237132,-0.00024,-1.57036555804,15.0,0
245.425661419,-120.579237039,-0.00024,-1.57036614904,15.0,0
245.426091596,-121.579236947,-0.00024,-1.57036628571,15.0,0
245.426521638,-122.579236854,-0.00024,-1.57036631731,15.0,0
245.426951647,-123.579236762,-0.00024,-1.57036632462,15.0,0
245.427381649,-124.579236669,-0.00024,-1.57036632631,15.0,0
245.42781165,-125.579236577,-0.00024,-1.57036555795,15.0,0
245.428242418,-126.579236484,-0.00024,-1.57036614902,15.0,0
245.428672596,-127.579236392,-0.00024,-1.57036628537,15.0,0
245.429102638,-128.579236299,-0.00024,-1.57036631724,15.0,0
245.429532647,-129.579236207,-0.00024,-1.5703663246,15.0,0
245.429962649,-130.579236114,-0.00024,-1.57036632631,15.0,0
245.43039265,-131.579236022,-0.00024,-1.5703663267,15.0,0
245.43082265,-132.579235929,-0.00024,-1.57036555804,15.0,0
245.431253419,-133.579235836,-0.00024,-1.57036614904,15.0,0
245.431683596,-134.579235744,-0.00024,-1.57036628571,15.0,0
245.432113637,-135.579235651,-0.00024,-1.57036631731,15.0,0
245.432543647,-136.579235559,-0.00024,-1.57036632462,15.0,0
245.432973649,-137.579235467,-0.00024,-1.57036632598,15.0,0
245.43340365,-138.579235374,-0.00024,-1.57036555788,15.0,0
245.433834419,-139.579235281,-0.00024,-1.570366149,15.0,0
245.434264597,-140.579235189,-0.00024,-1.5703662857,15.0,0
245.434694638,-141.579235096,-0.00024,-1.57036631731,15.0,0
245.435124647,-142.579235004,-0.00024,-1.57036632462,15.0,0
245.435554649,-143.579234911,-0.00024,-1.57036632631,15.0,0
245.43598465,-144.579234819,-0.00024,-1.5703663267,15.0,0
245.43641465,-145.579234727,-0.00024,-1.57036555805,15.0,0
245.436845419,-146.579234634,-0.00024,-1.57036614904,15.0,0
245.437275596,-147.579234541,-0.00024,-1.57036628571,15.0,0
245.437705637,-148.579234449,-0.00024,-1.57036631698,15.0,0
